artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
Sir Doum’s,20,1.2772884401292286,0.42636935596848774,0,0.5,3,"0,16,15","0.500,0.250,0.150",0.8599999999957002,specialist
MC Janik,19,1.9408430574810833,0.6478693288497912,0,0.3157894736842105,9,"0,14,16","0.316,0.211,0.105",0.7184210526279871,moderate
Soul Swing,19,1.1184066914263775,0.37333332531066077,16,0.5789473684210527,4,"16,0,15","0.579,0.211,0.105",0.8763157894693028,specialist
2 Bal,19,0.7335417865755828,0.24486226391163604,0,0.7894736842105263,4,"0,6,16","0.789,0.105,0.053",0.9131578947322764,specialist
Souleymane Diamanka,17,0.5455946162960453,0.1821239571748441,0,0.7647058823529411,2,"0,6,19","0.765,0.235,0.000",0.926470588230662,specialist
Teki Latex,17,1.5643701346213978,0.5221995798594864,16,0.35294117647058826,6,"16,0,11","0.353,0.294,0.118",0.8088235294077208,moderate
Cut Killer,15,1.674589598433003,0.5589917407560427,0,0.3333333333333333,6,"0,16,15","0.333,0.200,0.133",0.7766666666627833,moderate
Suikon Blaz AD,15,1.7670092202603571,0.5898421684271751,0,0.3333333333333333,7,"0,14,16","0.333,0.200,0.133",0.7633333333295167,moderate
Alliance Ethnik,15,1.5426720005226255,0.514956564757529,0,0.3333333333333333,6,"16,0,5","0.333,0.333,0.133",0.8099999999959502,moderate
Amalek,15,1.4302803359714835,0.4774393054405588,0,0.4666666666666667,5,"0,16,15","0.467,0.133,0.133",0.8166666666625835,moderate
LeDos,15,1.5519015297020642,0.5180374572861826,15,0.4,6,"15,16,9","0.400,0.200,0.200",0.8099999999959502,moderate
Twin Twin,14,1.5934242688260007,0.5318980881210856,0,0.35714285714285715,6,"0,16,5","0.357,0.214,0.214",0.799999999996,moderate
Fanny Polly,13,1.0437939158580947,0.3484269689493275,0,0.6923076923076923,5,"0,16,15","0.692,0.077,0.077",0.873076923072558,specialist
Calbo,13,1.2636257066132746,0.42180862347694725,0,0.5384615384615384,5,"0,16,15","0.538,0.231,0.077",0.8576923076880193,specialist
Le (Vrai) Ben,13,0.6870920673196457,0.22935696670400826,0,0.7692307692307693,3,"0,16,11","0.769,0.154,0.077",0.9192307692261733,specialist
K-Rhyme Le Roi,13,1.11896890377091,0.3735209964017979,0,0.46153846153846156,4,"0,16,14","0.462,0.385,0.077",0.873076923072558,moderate
Boyya,13,1.5857708668715957,0.5293433197854875,0,0.38461538461538464,6,"0,11,14","0.385,0.231,0.154",0.8038461538421349,moderate
Saliha,13,1.410513589205066,0.47084100326886064,0,0.5384615384615384,6,"0,5,17","0.538,0.154,0.077",0.8269230769189421,specialist
Prodige Namor,13,0.6870920673196457,0.22935696670400826,0,0.7692307692307693,3,"0,16,6","0.769,0.154,0.077",0.9192307692261733,specialist
